Closest approaches at EDDYY(2) (lat: 37.326444, long: -122.099722, elevation: 958.8), 20180704
Flights within 5 miles and 10 < altitude < 15000 feet
EDDYY(2)	40.2	34.4	41.2	38.7	42.6	6.7	4.0	2.9	2.2	1.9	1.6	0.7	0.4	0.2	0.2	0.2	0.2	7.3	4.1	2.9	2.3	2.1	1.9	10.7	6.7	4.8	3.5	2.9	2.4	8.0	4.9	3.6	2.7	2.4	2.1
icao (seg #)	Flight_ID	Date/Time	Gnd Dist	rca_dist	rca_time	rca_lat	rca_lon	rca_fract	dp_theta	rca_alt	rca_speed	rca_vert_rate	rca_trk	rca_snd_arr	SEL
ICAO: a31a50 (0)	Flight ID: UAL890	07/04/18 21:05:14	2.82	2.97	1530763514.8	37.358699	-122.131122	0.36	90.02	5916	255	0	53	21:05:28	6.116449e+04
ICAO: 76ceec (0)	Flight ID: SIA2	07/04/18 21:11:21	2.97	3.11	1530763881.3	37.354385	-122.140795	-0.54	82.72	5900	227	-624	33	21:11:35	5.142609e+04
ICAO: a16e7d (0)	Flight ID: UAL1885	07/04/18 21:17:51	2.16	2.33	1530764271.7	37.355285	-122.114769	-0.51	80.39	5575	239	-895	80	21:18:02	2.474885e+05
ICAO: a8321a (0)	Flight ID: ASA1937	07/04/18 21:19:11	4.93	5.06	1530764351.8	37.379119	-122.160446	0.00	90.00	6875	220	-576	42	21:19:35	1.187158e+03
ICAO: ~2b0f1e (0)	Flight ID: Other	07/04/18 21:31:56	3.37	3.38	1530765116.8	37.375162	-122.100737	0.00	90.00	2725	71	0	121	21:32:12	9.558924e+04
ICAO: abc51c (0)	Flight ID: AMX662	07/04/18 21:41:34	0.02	1.09	1530765694.8	37.326673	-122.099861	0.12	90.13	6691	268	-496	343	21:41:39	3.912004e+06
ICAO: 0d05e1 (0)	Flight ID: AIJ830	07/04/18 21:51:17	0.06	1.11	1530766277.5	37.327236	-122.099509	0.39	90.36	6787	290	-1271	344	21:51:22	3.438702e+06
ICAO: ~2b0ca4 (0)	Flight ID: Other	07/04/18 22:06:14	1.75	2.03	1530767174.0	37.350676	-122.108738	0.00	90.00	6450	1138	-1408	343	22:06:23	9.857009e+04
ICAO: a196f3 (0)	Flight ID: CPZ6085	07/04/18 22:29:05	0.06	1.12	1530768545.6	37.327195	-122.100321	0.07	90.42	6882	293	-1600	343	22:29:10	3.246155e+06
ICAO: 0c208c (0)	Flight ID: CMP382	07/04/18 23:05:37	0.06	1.12	1530770737.3	37.327277	-122.099936	0.10	90.42	6850	295	-1523	343	23:05:42	3.274553e+06
ICAO: a95fc7 (0)	Flight ID: TAI560	07/04/18 23:31:37	0.31	1.19	1530772297.3	37.330902	-122.100882	-0.33	79.15	7025	257	-853	342	23:31:42	3.109944e+06
