Closest approaches at SIDBY SFO Approach SE (lat: 37.450711, long: -122.144722, elevation: 25), 20180704
Flights within 5 miles and 10 < altitude < 15000 feet
SIDBY SFO Approach SE	52.8	42.3	49.7	46.3	57.9	9.2	6.2	4.6	3.8	3.1	2.5	1.3	1.1	0.7	0.5	0.4	0.3	9.3	6.0	5.0	4.5	3.7	2.8	12.0	7.9	5.8	5.0	4.0	3.6	14.0	9.7	6.7	5.3	4.3	3.5
icao (seg #)	Flight_ID	Date/Time	Gnd Dist	rca_dist	rca_time	rca_lat	rca_lon	rca_fract	dp_theta	rca_alt	rca_speed	rca_vert_rate	rca_trk	rca_snd_arr	SEL
ICAO: 780d9c (0)	Flight ID: CES589	07/04/18 09:27:16	1.00	1.32	1530721636.9	37.452921	-122.16266	0.12	90.02	4620	201	-1623	6	09:27:23	2.868813e+06
ICAO: a1c66a (1)	Flight ID: UAL724	07/04/18 21:23:04	2.26	2.45	1530764584.1	37.425404	-122.11846	0.18	90.01	4910	255	-1449	52	21:23:15	1.806161e+05
ICAO: a1c66a (1)	Flight ID: UAL724	07/04/18 21:25:05	4.32	4.38	1530764705.9	37.505761	-122.10723	0.37	90.00	3900	194	0	299	21:25:26	4.903179e+03
ICAO: a12378 (2)	Flight ID: Other	07/04/18 14:39:00	1.52	1.66	1530740340.0	37.439255	-122.1683	-0.20	85.70	3597	230	-1234	332	14:39:07	1.121528e+06
ICAO: a12378 (5)	Flight ID: Other	07/04/18 21:38:37	2.33	2.44	1530765517.4	37.456657	-122.186523	0.04	90.00	3820	204	128	95	21:38:48	2.303694e+05
ICAO: a56e0d (1)	Flight ID: Other	07/04/18 22:02:58	0.64	0.98	1530766978.2	37.445317	-122.135189	-0.10	81.96	3900	213	282	81	22:03:02	6.624760e+06
ICAO: aa7e2e (0)	Flight ID: UAL294	07/04/18 09:28:49	1.23	1.54	1530721729.7	37.455447	-122.123155	0.42	90.01	4981	230	-1142	348	09:28:56	1.471008e+06
ICAO: aa7e2e (2)	Flight ID: UAL1288	07/04/18 22:15:54	1.34	1.82	1530767754.1	37.433167	-122.134293	-0.08	87.97	6550	232	-1104	71	22:16:02	7.686765e+05
ICAO: a94bff (2)	Flight ID: UAL816	07/04/18 16:12:42	1.73	1.91	1530745962.3	37.470062	-122.164813	-0.71	75.75	4300	238	-960	56	16:12:51	6.146662e+05
ICAO: a3a082 (0)	Flight ID: Other	07/04/18 09:22:14	4.45	4.52	1530721334.1	37.50779	-122.106887	-0.08	89.42	4125	236	-1413	299	09:22:35	3.095247e+03
ICAO: aa4c87 (0)	Flight ID: Other	07/04/18 09:23:41	4.36	4.42	1530721421.6	37.495407	-122.088676	0.00	90.00	3875	229	-1152	295	09:24:02	3.912801e+03
ICAO: a0b6e6 (0)	Flight ID: N145SU	07/04/18 09:22:03	1.95	1.95	1530721323.5	37.435587	-122.174716	-13.77	41.25	250	227	-561	341	09:22:12	5.927522e+05
ICAO: a0b6e6 (0)	Flight ID: N145SU	07/04/18 09:23:09	1.67	1.67	1530721389.2	37.429582	-122.159371	-1.08	77.97	875	55	443	108	09:23:17	4.558609e+06
ICAO: a0b6e6 (1)	Flight ID: N145SU	07/04/18 10:12:47	1.46	1.46	1530724367.6	37.436033	-122.163823	0.01	90.02	424	124	-894	324	10:12:54	3.334187e+06
ICAO: a0b6e6 (1)	Flight ID: N145SU	07/04/18 10:22:25	1.54	1.56	1530724945.4	37.432925	-122.161633	-0.87	89.44	1229	81	844	80	10:22:32	4.061551e+06
ICAO: a0b6e6 (1)	Flight ID: N145SU	07/04/18 10:23:13	0.88	0.92	1530724993.6	37.438194	-122.141817	-0.01	89.79	1400	86	709	75	10:23:17	1.926160e+07
ICAO: a0b6e6 (1)	Flight ID: N145SU	07/04/18 10:24:45	2.20	2.20	1530725085.1	37.452486	-122.104678	0.00	90.00	100	62	-896	33	10:24:55	1.258155e+06
ICAO: a0b6e6 (2)	Flight ID: Other	07/04/18 10:41:56	1.91	1.91	1530726116.5	37.436286	-122.174477	0.00	90.00	25	28	-384	338	10:42:05	5.222911e+06
ICAO: a0b6e6 (3)	Flight ID: N145SU	07/04/18 18:34:15	1.98	1.98	1530754455.6	37.436192	-122.175791	0.00	90.00	450	15	512	8	18:34:24	8.408992e+06
ICAO: a0b6e6 (3)	Flight ID: N145SU	07/04/18 18:53:43	1.49	1.49	1530755623.0	37.435215	-122.163729	0.00	90.00	275	109	-1024	48	18:53:50	3.487297e+06
ICAO: a0b6e6 (4)	Flight ID: N145SU	07/04/18 19:15:18	1.19	1.21	1530756918.4	37.457666	-122.164488	0.06	90.00	1175	80	376	25	19:15:24	9.683326e+06
ICAO: a0b6e6 (5)	Flight ID: Other	07/04/18 22:04:53	1.53	1.55	1530767093.6	37.462065	-122.168622	0.14	90.02	1294	126	-9	213	22:05:00	2.679373e+06
ICAO: a0b6e6 (5)	Flight ID: Other	07/04/18 22:07:10	1.92	1.92	1530767230.4	37.435401	-122.173999	0.00	90.00	100	29	-1088	291	22:07:19	4.924624e+06
ICAO: a0b6e6 (6)	Flight ID: N145SU	07/04/18 22:27:10	1.93	1.94	1530768430.9	37.43568	-122.174477	0.00	90.00	525	23	640	28	22:27:19	6.021923e+06
ICAO: a0b6e6 (6)	Flight ID: N145SU	07/04/18 22:28:50	0.02	0.17	1530768530.4	37.450938	-122.144634	0.08	90.10	931	101	-290	53	22:28:51	3.082162e+08
ICAO: a0b6e6 (7)	Flight ID: N145SU	07/04/18 23:02:59	0.59	0.64	1530770579.5	37.458382	-122.149561	0.01	90.02	1299	83	127	256	23:03:02	4.573017e+07
ICAO: a11316 (0)	Flight ID: N16894	07/04/18 09:22:35	1.61	1.61	1530721355.1	37.463798	-122.120381	0.00	90.00	125	95	576	278	09:22:42	3.039666e+06
ICAO: a11316 (1)	Flight ID: Other	07/04/18 10:21:17	2.03	2.03	1530724877.7	37.453091	-122.107902	0.00	90.00	25	73	-512	322	10:21:27	1.558345e+06
ICAO: a11316 (2)	Flight ID: Other	07/04/18 13:41:14	1.79	1.79	1530736874.8	37.468313	-122.120799	0.00	90.00	375	62	896	346	13:41:23	3.101549e+06
ICAO: a11316 (3)	Flight ID: Other	07/04/18 15:19:26	1.91	1.91	1530742766.8	37.447691	-122.110171	0.00	90.00	25	71	-640	257	15:19:35	2.086609e+06
ICAO: a24082 (0)	Flight ID: SKW4681	07/04/18 09:30:56	1.59	1.83	1530721856.4	37.455558	-122.173104	-0.17	86.30	4800	234	-991	6	09:31:04	7.482780e+05
ICAO: a22267 (0)	Flight ID: Other	07/04/18 09:23:42	1.77	1.77	1530721422.1	37.468779	-122.121814	0.00	90.00	500	78	832	329	09:23:50	2.560844e+06
ICAO: a22267 (1)	Flight ID: Other	07/04/18 12:51:28	3.22	3.23	1530733888.9	37.486608	-122.107186	0.00	90.00	1000	124	-640	185	12:51:44	7.463477e+04
ICAO: a46f54 (0)	Flight ID: N385R	07/04/18 09:26:17	4.10	4.11	1530721578.0	37.509962	-122.148929	0.21	90.00	1590	160	335	87	09:26:37	1.010851e+04
ICAO: 0d0641 (0)	Flight ID: AIJ820	07/04/18 09:34:05	0.66	0.99	1530722045.8	37.459351	-122.149736	-0.19	83.13	3950	205	12	55	09:34:10	6.558583e+06
ICAO: acd299 (1)	Flight ID: ASA1961	07/04/18 12:54:07	0.05	0.85	1530734047.8	37.451427	-122.144855	0.41	90.02	4493	265	-1690	346	12:54:11	7.597398e+06
ICAO: acd299 (3)	Flight ID: ASA1967	07/04/18 18:27:55	0.31	0.99	1530754075.6	37.45486	-122.146653	-0.42	72.50	5000	251	-682	342	18:28:00	5.374884e+06
ICAO: a068fe (0)	Flight ID: Other	07/04/18 09:32:41	3.50	3.50	1530721961.7	37.495081	-122.113992	0.00	90.00	800	149	-640	181	09:32:58	3.601784e+04
ICAO: a068fe (1)	Flight ID: N12522	07/04/18 15:26:48	1.75	1.75	1530743208.4	37.467289	-122.12068	0.00	90.00	325	88	704	325	15:26:56	2.407070e+06
ICAO: a65fcb (0)	Flight ID: N51HF	07/04/18 09:32:05	3.24	3.25	1530721925.9	37.474777	-122.195376	0.00	90.00	1325	77	384	204	09:32:21	1.157914e+05
ICAO: a65fcb (0)	Flight ID: N51HF	07/04/18 09:35:45	4.40	4.42	1530722145.7	37.48288	-122.213901	0.00	90.00	2450	119	64	28	09:36:06	7.482943e+03
ICAO: a65fcb (0)	Flight ID: N51HF	07/04/18 09:38:25	4.40	4.43	1530722305.6	37.479765	-122.216213	-0.94	85.07	2425	124	-249	61	09:38:46	7.078690e+03
ICAO: a65fcb (0)	Flight ID: N51HF	07/04/18 09:40:56	4.59	4.62	1530722456.9	37.481781	-122.21881	-0.70	86.76	2450	113	19	60	09:41:18	5.413210e+03
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 10:26:37	4.03	4.04	1530725197.6	37.485443	-122.203791	0.00	90.00	1125	83	512	218	10:26:56	2.257634e+04
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 10:29:06	4.58	4.59	1530725346.9	37.485764	-122.215537	0.00	90.00	1775	107	640	39	10:29:28	6.028268e+03
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 10:31:22	4.53	4.55	1530725482.8	37.483597	-122.216167	0.49	90.00	2437	106	132	33	10:31:44	6.529528e+03
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 10:33:37	4.49	4.51	1530725617.8	37.481094	-122.217057	0.00	90.00	2425	109	-64	31	10:33:58	6.867921e+03
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 10:36:08	4.52	4.54	1530725768.1	37.483475	-122.216063	0.00	90.00	2425	110	0	24	10:36:29	6.402501e+03
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 10:38:37	4.57	4.59	1530725917.3	37.483583	-122.217109	0.00	90.00	2425	110	-320	22	10:38:58	5.781601e+03
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 10:40:58	4.59	4.61	1530726058.5	37.482605	-122.218124	0.00	90.00	2425	107	0	28	10:41:20	5.769556e+03
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 10:43:18	4.54	4.56	1530726198.3	37.482977	-122.21681	0.00	90.00	2425	112	64	21	10:43:39	6.069729e+03
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 10:45:51	4.54	4.57	1530726351.3	37.480567	-122.218565	0.20	90.00	2425	104	-38	38	10:46:12	6.459999e+03
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 10:48:09	4.59	4.61	1530726489.5	37.482971	-122.217933	0.00	90.00	2425	107	64	30	10:48:31	5.736341e+03
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 10:50:18	4.59	4.61	1530726618.9	37.481918	-122.218576	0.00	90.00	2425	110	-64	34	10:50:40	5.619938e+03
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 10:52:39	4.54	4.56	1530726759.1	37.48051	-122.218482	0.00	90.00	2425	107	64	37	10:53:00	6.349397e+03
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 10:54:58	4.64	4.66	1530726898.5	37.481827	-122.219745	0.00	90.00	2425	108	-64	33	10:55:20	5.166420e+03
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 10:57:18	4.64	4.66	1530727038.3	37.481644	-122.219803	0.00	90.00	2425	104	0	29	10:57:40	5.396030e+03
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 10:59:49	4.57	4.60	1530727189.8	37.48288	-122.217641	0.00	90.00	2450	100	-64	22	11:00:11	6.335008e+03
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 11:02:29	4.64	4.66	1530727349.3	37.484344	-122.217992	-5.66	64.23	2450	84	789	165	11:02:51	6.614232e+03
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 11:04:59	4.45	4.48	1530727499.0	37.481395	-122.216153	0.00	90.00	2425	105	-128	34	11:05:20	7.607083e+03
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 11:07:29	4.59	4.61	1530727649.2	37.481441	-122.21896	0.00	90.00	2425	107	-128	33	11:07:50	5.741503e+03
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 11:09:59	4.37	4.39	1530727799.8	37.479998	-122.215317	0.00	90.00	2425	105	-64	31	11:10:20	8.965034e+03
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 11:12:29	4.47	4.49	1530727949.3	37.479996	-122.217349	0.00	90.00	2450	101	192	35	11:12:50	7.703705e+03
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 11:15:19	4.56	4.58	1530728119.1	37.482791	-122.217407	-5.46	64.07	2425	94	64	124	11:15:40	6.924510e+03
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 11:17:49	4.56	4.59	1530728269.9	37.482971	-122.217349	0.00	90.00	2450	104	-64	24	11:18:11	6.219635e+03
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 11:20:09	4.52	4.54	1530728409.7	37.481049	-122.217758	0.00	90.00	2450	102	128	40	11:20:31	6.890052e+03
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 11:22:50	4.51	4.53	1530728570.0	37.481581	-122.217109	0.00	90.00	2450	102	0	29	11:23:11	7.079973e+03
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 11:25:28	4.55	4.57	1530728728.5	37.482422	-122.217407	0.00	90.00	2425	104	0	24	11:25:49	6.413477e+03
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 11:28:09	4.49	4.51	1530728889.3	37.482742	-122.215946	0.00	90.00	2425	105	0	26	11:28:30	7.112842e+03
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 11:30:49	4.39	4.41	1530729049.7	37.484188	-122.21281	-6.22	62.51	2425	101	-398	154	11:31:10	8.922614e+03
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 11:33:29	4.49	4.51	1530729209.8	37.481598	-122.216823	0.00	90.00	2425	107	0	26	11:33:50	6.928630e+03
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 11:36:00	4.59	4.61	1530729360.6	37.481767	-122.218781	0.00	90.00	2425	105	-64	28	11:36:22	5.831158e+03
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 11:38:18	4.63	4.65	1530729498.7	37.481003	-122.220037	0.00	90.00	2400	99	128	29	11:38:40	5.769263e+03
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 11:40:41	4.62	4.64	1530729641.8	37.479765	-122.220572	-0.42	88.46	2425	103	-27	48	11:41:03	5.678033e+03
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 11:43:11	4.58	4.60	1530729791.1	37.483629	-122.217288	-5.56	64.65	2425	84	420	189	11:43:32	7.447745e+03
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 11:45:20	4.57	4.60	1530729920.8	37.479584	-122.219803	-0.91	86.12	2425	100	6	66	11:45:42	6.319651e+03
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 11:47:30	4.66	4.68	1530730050.3	37.483489	-122.21896	0.00	90.00	2425	103	0	26	11:47:52	5.248844e+03
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 11:50:00	4.45	4.47	1530730200.7	37.48321	-122.21472	-5.10	66.94	2425	84	64	176	11:50:21	9.681664e+03
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 11:52:21	4.46	4.48	1530730341.0	37.482742	-122.215362	0.00	90.00	2425	103	0	31	11:52:42	7.647334e+03
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 11:54:41	4.68	4.70	1530730481.4	37.484756	-122.218576	0.00	90.00	2425	106	0	18	11:55:03	4.863921e+03
ICAO: a65fcb (1)	Flight ID: N51HF	07/04/18 11:57:01	4.37	4.38	1530730621.4	37.475555	-122.217933	0.00	90.00	1700	121	-896	30	11:57:21	7.991802e+03
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 20:43:05	4.02	4.06	1530762185.7	37.445378	-122.217778	0.46	90.00	2925	89	0	170	20:43:24	1.999948e+04
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 20:50:12	0.59	0.81	1530762612.8	37.457741	-122.150797	0.14	90.00	2925	103	0	61	20:50:16	2.218127e+07
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 20:52:30	0.71	0.90	1530762750.9	37.459784	-122.150808	0.02	90.00	2925	92	63	80	20:52:35	1.896916e+07
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 20:55:05	0.11	0.56	1530762905.8	37.451593	-122.143076	0.47	90.00	2925	87	-34	146	20:55:08	5.687890e+07
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 20:57:21	0.50	0.74	1530763041.2	37.456055	-122.138574	-0.81	70.53	2925	86	104	162	20:57:24	3.207168e+07
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 20:59:31	0.77	0.94	1530763171.1	37.461685	-122.142724	-0.28	84.58	2925	93	18	114	20:59:35	1.657284e+07
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 21:02:11	0.64	0.85	1530763331.4	37.459887	-122.146832	-0.15	87.04	2925	94	83	91	21:02:15	2.149166e+07
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 21:04:40	0.88	1.04	1530763480.9	37.463104	-122.148392	-0.30	84.20	2925	94	-83	86	21:04:45	1.267493e+07
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 21:07:16	1.10	1.23	1530763636.6	37.466335	-122.148936	0.50	90.00	2925	98	-33	80	21:07:22	7.306148e+06
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 21:09:20	0.87	1.02	1530763760.8	37.463053	-122.147429	-1.01	71.53	2925	85	64	118	21:09:25	1.451168e+07
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 21:11:29	1.18	1.30	1530763889.7	37.467848	-122.144862	-1.31	66.67	2925	97	-84	86	21:11:35	6.168813e+06
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 21:13:31	1.06	1.19	1530764011.7	37.465668	-122.149035	-0.69	78.99	2925	90	-261	124	21:13:37	8.854404e+06
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 21:15:12	1.02	1.16	1530764112.0	37.465474	-122.145877	-1.43	65.78	2925	88	-91	143	21:15:17	9.850205e+06
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 21:16:51	1.06	1.19	1530764211.7	37.465334	-122.150534	-0.20	86.68	2925	97	90	102	21:16:57	8.217868e+06
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 21:18:41	1.12	1.25	1530764321.6	37.466583	-122.149152	-0.83	76.05	2925	94	117	119	21:18:47	7.327651e+06
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 21:20:22	1.14	1.27	1530764422.6	37.4664	-122.138224	-1.98	58.01	2925	100	-189	150	21:20:28	6.608090e+06
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 21:22:20	1.15	1.27	1530764540.6	37.467041	-122.14097	-0.48	81.53	2925	101	30	131	21:22:26	6.450336e+06
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 21:24:11	1.39	1.50	1530764651.9	37.469617	-122.135846	-2.04	60.21	2925	91	-326	181	21:24:18	4.161429e+06
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 21:26:02	1.35	1.46	1530764762.7	37.469328	-122.137266	0.10	90.00	2925	93	6	121	21:26:09	4.462428e+06
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 21:27:42	1.24	1.36	1530764862.4	37.467801	-122.137518	-2.46	56.68	2925	76	0	204	21:27:48	6.869459e+06
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 21:29:12	1.32	1.43	1530764952.1	37.468546	-122.136264	-1.98	65.03	2925	82	317	179	21:29:18	5.444280e+06
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 21:30:41	1.30	1.42	1530765041.6	37.467708	-122.134353	-2.33	51.86	2925	94	-213	185	21:30:48	4.884755e+06
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 21:32:54	0.33	0.64	1530765174.4	37.455035	-122.141987	0.19	90.00	2925	99	-12	127	21:32:57	3.808340e+07
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 21:34:42	0.53	0.76	1530765282.2	37.457225	-122.139671	0.03	90.00	2925	90	62	142	21:34:45	2.869336e+07
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 21:36:42	0.70	0.89	1530765402.0	37.456489	-122.134234	-1.38	59.92	2925	84	-88	179	21:36:46	2.136036e+07
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 21:38:41	0.57	0.79	1530765521.7	37.456329	-122.137055	-0.86	67.32	2925	88	-119	151	21:38:45	2.670713e+07
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 21:40:23	0.64	0.84	1530765623.0	37.456908	-122.136144	-0.84	70.67	2925	89	64	160	21:40:26	2.300478e+07
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 21:42:03	0.98	1.12	1530765723.5	37.463928	-122.138165	-0.12	88.14	2925	85	94	146	21:42:08	1.114198e+07
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 21:44:27	1.14	1.26	1530765867.1	37.466455	-122.15076	0.35	90.00	2925	109	-19	79	21:44:33	6.141052e+06
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 21:45:53	1.07	1.21	1530765953.4	37.4658	-122.149519	-0.68	79.27	2925	103	-44	111	21:45:59	7.432025e+06
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 21:47:23	1.11	1.24	1530766043.3	37.466446	-122.148626	-1.46	65.36	2925	103	-251	149	21:47:29	6.946672e+06
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 21:48:33	1.28	1.39	1530766113.7	37.468453	-122.151489	-0.25	86.42	2925	99	48	115	21:48:40	4.894390e+06
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 21:50:13	0.85	1.01	1530766213.5	37.46283	-122.147165	-0.94	71.43	2925	104	-372	131	21:50:18	1.230546e+07
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 21:51:55	1.05	1.18	1530766315.3	37.465325	-122.149713	0.16	90.00	2925	105	-54	86	21:52:00	7.807989e+06
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 21:53:25	1.17	1.30	1530766405.9	37.467151	-122.150173	0.18	90.00	2925	102	52	88	21:53:32	6.025417e+06
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 21:55:03	1.13	1.25	1530766503.9	37.466405	-122.150235	-0.52	81.87	2925	102	-259	109	21:55:09	6.722900e+06
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 21:56:33	1.21	1.33	1530766593.9	37.467894	-122.148802	-0.91	78.13	2925	98	122	120	21:56:40	5.791466e+06
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 21:58:14	1.09	1.22	1530766694.8	37.465862	-122.150396	0.10	90.00	2925	106	-102	89	21:58:20	6.938475e+06
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 22:00:14	1.05	1.19	1530766814.4	37.4658	-122.147429	-2.38	50.96	2925	111	457	144	22:00:19	7.293175e+06
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 22:01:33	1.04	1.18	1530766893.8	37.465759	-122.145938	-1.59	59.83	2925	109	-166	151	22:01:39	7.563045e+06
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 22:03:13	1.02	1.16	1530766993.5	37.465027	-122.14921	-0.91	72.95	2925	106	-250	120	22:03:18	8.186352e+06
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 22:04:33	1.07	1.20	1530767073.6	37.465668	-122.149853	-0.10	88.33	2925	104	-6	102	22:04:39	7.428389e+06
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 22:06:03	0.66	0.86	1530767163.7	37.460266	-122.14547	-0.64	74.47	2925	104	105	128	22:06:07	1.867734e+07
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 22:07:17	0.70	0.89	1530767237.7	37.460804	-122.145771	0.34	90.00	2925	103	0	99	22:07:21	1.740592e+07
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 22:08:33	0.65	0.85	1530767313.6	37.460083	-122.14325	-1.26	56.35	2925	103	161	161	22:08:37	1.922103e+07
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 22:09:54	0.50	0.74	1530767394.1	37.457839	-122.146175	-0.21	84.20	2925	107	-64	102	22:09:57	2.580824e+07
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 22:11:14	0.63	0.83	1530767474.2	37.459763	-122.1436	-0.85	69.71	2925	99	-118	140	22:11:18	2.118232e+07
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 22:12:34	0.57	0.79	1530767554.0	37.458724	-122.141936	-0.96	65.78	2925	94	126	147	22:12:37	2.495361e+07
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 22:14:08	0.60	0.81	1530767648.8	37.459381	-122.144399	0.44	90.00	2925	101	71	97	22:14:12	2.206544e+07
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 22:15:44	0.53	0.76	1530767744.0	37.458398	-122.144265	-0.04	88.97	2925	98	64	119	22:15:47	2.635893e+07
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 22:17:25	0.72	0.91	1530767845.6	37.461181	-122.14555	0.12	90.00	2925	102	8	103	22:17:29	1.660239e+07
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 22:18:54	0.72	0.91	1530767934.8	37.461191	-122.1451	-0.18	86.76	2925	100	204	110	22:18:59	1.687946e+07
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 22:20:24	0.62	0.83	1530768024.1	37.459608	-122.143906	-0.48	79.26	2925	97	95	137	22:20:27	2.221978e+07
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 22:21:53	0.99	1.13	1530768113.3	37.464636	-122.140264	-1.46	62.76	2925	95	-64	159	22:21:58	9.771439e+06
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 22:23:23	1.00	1.14	1530768203.9	37.465073	-122.146522	-0.08	88.55	2925	96	-187	121	22:23:29	9.500273e+06
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 22:25:04	0.94	1.08	1530768304.1	37.463242	-122.151197	-0.44	81.51	2925	110	28	107	22:25:09	9.546270e+06
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 22:26:14	1.00	1.14	1530768374.8	37.463844	-122.152325	-0.58	79.43	2925	108	0	131	22:26:20	8.459096e+06
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 22:27:15	0.94	1.09	1530768435.0	37.463844	-122.149399	0.00	90.00	2925	108	0	83	22:27:20	9.578212e+06
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 22:28:24	0.85	1.02	1530768504.4	37.462588	-122.149101	-0.70	75.71	2925	107	327	116	22:28:29	1.183752e+07
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 22:29:54	0.68	0.87	1530768594.4	37.460493	-122.145996	-0.89	68.06	2925	113	121	129	22:29:58	1.654829e+07
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 22:31:14	0.81	0.98	1530768674.9	37.462326	-122.146639	-0.97	70.19	2925	110	-126	136	22:31:19	1.271527e+07
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 22:32:34	0.81	0.98	1530768754.3	37.462143	-122.148275	-0.12	87.84	2925	109	0	98	22:32:38	1.272606e+07
ICAO: a65fcb (2)	Flight ID: N51HF	07/04/18 22:33:54	0.82	0.99	1530768834.3	37.462555	-122.143074	-2.22	41.50	2925	121	-412	193	22:33:58	1.117245e+07
