Closest approaches at EDDYY(3) (lat: 37.374903, long: -122.119028, elevation: 206.5), 20180704
Flights within 5 miles and 10 < altitude < 15000 feet
EDDYY(3)	42.4	36.6	42.3	40.5	45.7	8.0	5.2	3.4	2.7	2.2	1.9	0.7	0.4	0.2	0.2	0.1	0.2	7.3	4.5	3.1	2.3	2.0	1.7	12.0	7.5	4.8	3.7	3.1	2.3	12.0	8.2	5.5	4.5	3.8	3.4
icao (seg #)	Flight_ID	Date/Time	Gnd Dist	rca_dist	rca_time	rca_lat	rca_lon	rca_fract	dp_theta	rca_alt	rca_speed	rca_vert_rate	rca_trk	rca_snd_arr	SEL
ICAO: ~2b058e (0)	Flight ID: Other	07/04/18 16:17:00	3.18	3.22	1530746220.7	37.379725	-122.06133	-0.38	86.03	2725	193	-984	338	16:17:15	4.876199e+04
ICAO: ~2b07ca (0)	Flight ID: Other	07/04/18 16:15:51	4.28	4.31	1530746151.3	37.411054	-122.055777	0.00	90.00	2975	217	-2112	53	16:16:11	5.088522e+03
ICAO: a81f1f (0)	Flight ID: QXE2792	07/04/18 16:26:02	4.73	4.82	1530746762.1	37.418655	-122.185325	-1.05	80.47	5025	235	-1081	49	16:26:24	1.768698e+03
ICAO: a81f1f (2)	Flight ID: QXE2806	07/04/18 21:16:33	4.29	4.38	1530764193.8	37.425103	-122.165187	0.19	90.03	4792	208	-1176	53	21:16:54	4.601178e+03
ICAO: a668e9 (0)	Flight ID: N512AM	07/04/18 16:25:51	4.80	4.80	1530746751.7	37.441315	-122.09311	0.00	90.00	500	77	-256	288	16:26:14	5.547373e+03
ICAO: a668e9 (0)	Flight ID: N512AM	07/04/18 16:34:12	4.80	4.80	1530747252.4	37.441406	-122.093871	0.00	90.00	525	80	0	291	16:34:34	5.402042e+03
ICAO: 4ba959 (0)	Flight ID: THY79K	07/04/18 16:43:53	4.91	5.00	1530747833.1	37.444106	-122.139846	0.00	90.00	5150	223	-1856	88	16:44:16	1.307379e+03
ICAO: a2e26a (0)	Flight ID: ASA1931	07/04/18 16:48:23	0.55	1.36	1530748103.3	37.382564	-122.121635	-0.51	71.52	6775	251	-2272	343	16:48:29	2.091588e+06
ICAO: aa737d (0)	Flight ID: SWA672	07/04/18 16:49:53	0.09	1.38	1530748193.5	37.376176	-122.119294	0.01	90.10	7472	245	-1416	344	16:49:59	2.048186e+06
ICAO: a1c7e4 (0)	Flight ID: UAL59	07/04/18 16:58:33	3.97	4.10	1530748713.0	37.424149	-122.156223	-0.24	87.26	5575	245	-1615	71	16:58:52	6.805107e+03
ICAO: a98fc5 (1)	Flight ID: Other	07/04/18 18:28:23	2.50	2.52	1530754104.0	37.387189	-122.076098	0.18	90.05	1604	95	-586	340	18:28:35	4.175262e+05
ICAO: 406b21 (0)	Flight ID: BAW287	07/04/18 17:00:53	3.91	3.97	1530748853.2	37.425476	-122.150905	-1.31	74.52	3925	250	-316	88	17:01:11	8.534455e+03
ICAO: 71bd78 (0)	Flight ID: AAR212	07/04/18 17:13:23	2.64	2.79	1530749603.7	37.410775	-122.135428	-0.68	78.32	5050	250	-944	76	17:13:36	8.994646e+04
ICAO: aa559e (0)	Flight ID: Other	07/04/18 17:11:20	0.17	0.88	1530749480.3	37.37673	-122.121107	-0.15	81.35	4762	292	-1953	341	17:11:24	6.304371e+06
ICAO: 406f72 (0)	Flight ID: BAW279	07/04/18 17:15:48	3.85	4.03	1530749748.0	37.32742	-122.155607	0.43	90.02	6564	274	-1316	122	17:16:06	6.917655e+03
ICAO: a9d605 (0)	Flight ID: UAL538	07/04/18 17:27:46	0.05	1.09	1530750466.3	37.375616	-122.118869	0.23	90.08	5955	286	-1392	344	17:27:51	3.634145e+06
ICAO: a94b2b (0)	Flight ID: UAL736	07/04/18 17:31:45	0.06	1.16	1530750705.1	37.375792	-122.119204	0.06	90.10	6338	245	-1386	344	17:31:50	3.506888e+06
ICAO: ~2b07ea (0)	Flight ID: Other	07/04/18 17:29:53	0.28	1.14	1530750593.9	37.37884	-122.120381	-0.37	78.82	6050	226	-944	341	17:29:59	4.007408e+06
ICAO: ~2b02a2 (0)	Flight ID: Other	07/04/18 17:33:54	4.74	4.74	1530750834.0	37.443361	-122.113037	0.00	90.00	500	89	-896	133	17:34:16	5.409016e+03
ICAO: c06aa4 (0)	Flight ID: Other	07/04/18 17:49:20	2.96	3.09	1530751760.1	37.332008	-122.120202	-0.76	78.66	4825	249	-2451	111	17:49:34	4.901777e+04
ICAO: acdfab (0)	Flight ID: Other	07/04/18 17:54:15	2.07	2.26	1530752055.7	37.388197	-122.152922	-0.28	85.78	5000	244	-1536	26	17:54:26	2.775572e+05
ICAO: a19aaa (0)	Flight ID: CPZ6028	07/04/18 17:56:35	2.64	2.83	1530752195.7	37.394528	-122.160266	-0.62	80.74	5600	251	-2979	34	17:56:48	8.268276e+04
ICAO: a4bcf1 (0)	Flight ID: Other	07/04/18 18:00:41	3.44	3.62	1530752441.9	37.338979	-122.162454	-0.37	85.86	6150	253	-1055	140	18:00:58	1.669137e+04
ICAO: 4cc4e9 (0)	Flight ID: WOW6DX	07/04/18 18:05:25	3.49	3.61	1530752725.7	37.420085	-122.147608	-1.82	67.08	5100	251	-2940	76	18:05:42	1.710153e+04
ICAO: a445cd (0)	Flight ID: UAL1597	07/04/18 18:15:05	4.92	4.98	1530753305.9	37.444944	-122.135249	0.00	90.00	4450	231	-896	73	18:15:29	1.307889e+03
ICAO: aad32f (1)	Flight ID: Other	07/04/18 22:06:41	0.08	1.04	1530767201.6	37.375613	-122.11791	0.21	90.06	5660	286	-1208	344	22:06:46	4.187510e+06
ICAO: c06800 (0)	Flight ID: Other	07/04/18 18:18:11	3.52	3.59	1530753491.1	37.425718	-122.122889	-0.69	80.47	3975	204	-620	110	18:18:27	2.212404e+04
ICAO: 89911e (0)	Flight ID: CAL5107	07/04/18 18:28:25	0.14	1.12	1530754105.9	37.376907	-122.119407	-0.10	86.06	6050	251	-1191	343	18:28:31	3.865010e+06
ICAO: ad70ba (0)	Flight ID: Other	07/04/18 18:30:35	0.18	1.28	1530754235.4	37.37662	-122.121539	0.38	90.10	6905	261	-1320	18	18:30:41	2.437774e+06
ICAO: ab729e (0)	Flight ID: Other	07/04/18 18:36:07	0.78	0.80	1530754567.7	37.369152	-122.131214	0.23	90.05	1169	131	-463	328	18:36:11	1.771263e+07
ICAO: ab729e (1)	Flight ID: N837CS	07/04/18 19:22:29	3.69	3.70	1530757349.0	37.39526	-122.181195	0.39	89.97	1514	74	615	198	19:22:46	4.872407e+04
ICAO: a02c0a (0)	Flight ID: N11YK	07/04/18 18:47:16	3.96	3.96	1530755236.2	37.422506	-122.078884	0.00	90.00	1100	127	-768	295	18:47:34	1.704934e+04
ICAO: ~2b08d7 (0)	Flight ID: Other	07/04/18 18:44:53	3.37	3.59	1530755093.1	37.423065	-122.128621	-1.45	64.84	6700	224	-561	122	18:45:09	2.024466e+04
ICAO: ~2b0764 (0)	Flight ID: Other	07/04/18 18:47:14	4.17	4.17	1530755234.4	37.427347	-122.081392	-2.49	69.26	1200	91	-1903	336	18:47:33	1.570191e+04
ICAO: ~2b09e7 (0)	Flight ID: Other	07/04/18 18:53:47	4.93	4.93	1530755627.7	37.446294	-122.117336	0.00	90.00	750	84	-448	137	18:54:10	3.967760e+03
ICAO: 3c6505 (0)	Flight ID: DLH458	07/04/18 18:58:07	0.98	1.53	1530755887.7	37.388718	-122.123322	-0.74	68.23	6425	256	-626	45	18:58:14	1.355725e+06
ICAO: 758340 (0)	Flight ID: PAL114	07/04/18 18:57:07	2.47	2.65	1530755827.5	37.406446	-122.140264	-1.05	74.41	5200	225	-1984	66	18:57:19	1.349334e+05
ICAO: ~2b032b (0)	Flight ID: Other	07/04/18 18:53:07	4.73	4.73	1530755587.9	37.425701	-122.176758	0.00	90.05	850	115	-1184	51	18:53:30	4.279893e+03
ICAO: a59a71 (0)	Flight ID: N460JP	07/04/18 18:57:47	4.95	5.64	1530755867.0	37.406891	-122.038237	0.00	90.00	14475	229	64	333	18:58:13	3.796556e+02
ICAO: a2d573 (0)	Flight ID: ASA319	07/04/18 19:07:06	0.29	1.18	1530756426.9	37.378933	-122.120202	-0.25	79.13	6250	269	-1071	345	19:07:12	3.064400e+06
ICAO: a1babb (0)	Flight ID: CPZ6015	07/04/18 19:22:18	0.06	1.09	1530757338.3	37.375777	-122.118696	0.11	90.10	5953	232	-1188	344	19:22:23	4.469327e+06
ICAO: a85d50 (0)	Flight ID: ASA9201	07/04/18 19:23:58	0.31	1.17	1530757438.0	37.379333	-122.119933	-0.34	78.34	6175	221	-1366	344	19:24:03	3.795349e+06
ICAO: a05b29 (0)	Flight ID: N122AJ	07/04/18 19:36:47	4.70	4.70	1530758207.9	37.439301	-122.09124	0.00	90.00	525	75	-640	287	19:37:09	6.898955e+03
ICAO: a55d70 (0)	Flight ID: N445CP	07/04/18 19:44:21	4.43	4.47	1530758661.5	37.331343	-122.17831	0.33	90.00	3429	92	0	140	19:44:42	8.706538e+03
ICAO: a55d70 (0)	Flight ID: N445CP	07/04/18 19:49:58	2.41	2.49	1530758998.1	37.361759	-122.159718	0.05	90.00	3502	110	-189	25	19:50:09	3.812615e+05
ICAO: a55d70 (0)	Flight ID: N445CP	07/04/18 19:57:36	4.56	4.59	1530759456.7	37.361988	-122.20051	0.00	90.00	2800	81	-192	137	19:57:58	7.959937e+03
ICAO: a55d70 (0)	Flight ID: N445CP	07/04/18 20:12:01	0.68	0.85	1530760321.2	37.365403	-122.115694	0.15	90.00	2928	90	-49	27	20:12:05	2.195574e+07
ICAO: a55d70 (0)	Flight ID: N445CP	07/04/18 20:12:37	0.35	0.63	1530760357.0	37.376608	-122.112978	0.00	90.00	2950	101	-128	354	20:12:39	3.911977e+07
ICAO: a55d70 (0)	Flight ID: N445CP	07/04/18 20:19:06	4.85	4.88	1530760746.6	37.377882	-122.207282	0.00	90.00	2878	85	-36	187	20:19:29	4.378430e+03
ICAO: a55d70 (0)	Flight ID: N445CP	07/04/18 20:24:16	0.39	0.64	1530761056.7	37.376643	-122.112332	-0.13	85.76	2925	95	-64	16	20:24:19	3.942464e+07
ICAO: a55d70 (0)	Flight ID: N445CP	07/04/18 20:35:11	0.27	0.58	1530761711.1	37.372162	-122.122487	0.46	89.92	2937	90	157	14	20:35:13	5.112009e+07
ICAO: a55d70 (0)	Flight ID: N445CP	07/04/18 20:46:58	0.33	0.61	1530762418.1	37.379492	-122.117575	-0.35	73.99	2950	100	-109	333	20:47:00	4.157405e+07
ICAO: a55d70 (0)	Flight ID: N445CP	07/04/18 20:57:18	0.30	0.60	1530763038.9	37.3787	-122.1165	-0.55	71.93	2975	108	64	0	20:57:21	3.966959e+07
ICAO: a55d70 (1)	Flight ID: N445CP	07/04/18 21:22:11	0.27	0.58	1530764531.3	37.3787	-122.118172	-0.53	71.63	2925	118	-98	21	21:22:14	3.946759e+07
ICAO: a55d70 (1)	Flight ID: N445CP	07/04/18 21:33:02	0.86	1.00	1530765182.5	37.386039	-122.112098	0.22	90.01	2938	126	-59	4	21:33:07	1.043801e+07
ICAO: a55d70 (1)	Flight ID: N445CP	07/04/18 21:44:25	0.14	0.54	1530765865.2	37.376037	-122.116939	0.42	90.03	2940	76	272	32	21:44:27	7.144491e+07
ICAO: a55d70 (1)	Flight ID: N445CP	07/04/18 21:56:55	0.55	0.65	1530766615.6	37.377492	-122.128443	0.24	90.27	2045	112	-1167	43	21:56:58	3.299308e+07
ICAO: ab0ed6 (0)	Flight ID: UAL2352	07/04/18 19:51:39	0.09	1.23	1530759099.4	37.376195	-122.119177	0.04	90.13	6662	255	-1969	345	19:51:45	2.871111e+06
ICAO: 780cb1 (0)	Flight ID: CSN657	07/04/18 19:54:38	3.61	3.80	1530759278.5	37.424789	-122.138691	-0.22	87.24	6400	242	-1365	71	19:54:56	1.236874e+04
ICAO: 7583ec (0)	Flight ID: PAL104	07/04/18 19:53:11	4.04	4.14	1530759191.5	37.407282	-122.180297	0.22	90.02	5068	251	-1083	38	19:53:30	6.071245e+03
ICAO: abd230 (0)	Flight ID: SWA1379	07/04/18 19:56:11	2.37	2.63	1530759371.7	37.372583	-122.075918	0.26	90.04	6173	254	-1181	5	19:56:24	1.243491e+05
ICAO: a8d465 (0)	Flight ID: UAL1677	07/04/18 19:57:49	3.57	3.74	1530759469.3	37.373062	-122.054073	-0.31	86.54	6100	239	-576	6	19:58:06	1.404337e+04
ICAO: ab7ba5 (0)	Flight ID: ASA1756	07/04/18 20:02:59	4.29	4.40	1530759779.0	37.432701	-122.147608	0.00	90.00	5300	208	-1792	69	20:03:19	4.474066e+03
ICAO: ~2b0f13 (0)	Flight ID: Other	07/04/18 20:12:29	0.10	0.52	1530760349.4	37.375416	-122.117367	0.25	89.76	2912	99	0	325	20:12:31	5.753005e+07
ICAO: ~2b0f13 (0)	Flight ID: Other	07/04/18 20:34:56	0.58	0.78	1530761696.3	37.371531	-122.1288	-0.22	83.00	2925	110	0	330	20:34:59	2.240048e+07
ICAO: 8990d7 (0)	Flight ID: EVA028	07/04/18 20:15:09	3.87	4.03	1530760509.6	37.415989	-122.167073	-0.20	87.77	6050	257	-1395	61	20:15:28	7.377585e+03
ICAO: ~2b0611 (0)	Flight ID: Other	07/04/18 20:11:32	4.11	4.19	1530760292.3	37.40933	-122.180203	0.32	90.04	4512	242	-1449	24	20:11:51	5.693903e+03
ICAO: a085aa (0)	Flight ID: Other	07/04/18 20:35:29	2.76	2.78	1530761729.7	37.3878	-122.071377	0.22	90.06	1916	121	-427	348	20:35:42	1.890854e+05
ICAO: a085aa (0)	Flight ID: Other	07/04/18 20:35:55	2.76	2.77	1530761755.1	37.399844	-122.079789	0.38	90.05	1367	116	-1048	340	20:36:08	2.044162e+05
ICAO: 89901d (0)	Flight ID: CAL004	07/04/18 20:41:05	2.07	2.29	1530762065.7	37.404176	-122.126839	0.49	90.04	5402	236	-960	82	20:41:16	2.729371e+05
ICAO: aa9b82 (0)	Flight ID: Other	07/04/18 20:48:42	2.85	2.96	1530762522.1	37.415709	-122.111306	-2.24	68.00	4325	260	-1182	122	20:48:55	6.167604e+04
ICAO: 0d001e (0)	Flight ID: AMX664	07/04/18 20:52:14	1.82	1.99	1530762734.6	37.396286	-122.138266	0.34	90.05	4565	214	-1006	54	20:52:23	5.682571e+05
ICAO: a1ac11 (0)	Flight ID: CPZ6012	07/04/18 20:54:22	0.03	0.93	1530762862.7	37.374971	-122.118569	0.13	90.06	5137	240	-760	68	20:54:27	6.581951e+06
ICAO: a29908 (0)	Flight ID: ASA386	07/04/18 21:00:41	0.77	1.18	1530763241.7	37.385834	-122.121335	-0.43	75.75	4975	206	-1289	53	21:00:47	3.942897e+06
ICAO: a45233 (0)	Flight ID: HAL12	07/04/18 20:57:11	3.67	3.78	1530763031.1	37.417603	-122.158736	-0.15	88.47	5075	212	-1074	52	20:57:28	1.454712e+04
ICAO: a31a50 (0)	Flight ID: UAL890	07/04/18 21:05:31	0.50	1.19	1530763531.8	37.371002	-122.111401	-0.09	86.75	5925	254	76	52	21:05:37	3.139681e+06
ICAO: a44969 (0)	Flight ID: Other	07/04/18 21:14:05	3.42	3.53	1530764045.5	37.395823	-122.175461	0.32	90.02	4876	194	-697	33	21:14:22	2.609140e+04
ICAO: 76ceec (0)	Flight ID: SIA2	07/04/18 21:11:52	0.36	1.11	1530763912.0	37.380097	-122.119605	-0.35	77.66	5750	212	-768	34	21:11:57	4.645674e+06
ICAO: a16e7d (0)	Flight ID: UAL1885	07/04/18 21:18:05	1.25	1.58	1530764285.6	37.364924	-122.099955	0.37	90.07	5311	241	-1304	38	21:18:13	1.281805e+06
ICAO: a8321a (0)	Flight ID: ASA1937	07/04/18 21:19:22	2.10	2.43	1530764362.4	37.388351	-122.153301	-0.16	87.61	6700	220	-1175	30	21:19:33	2.159593e+05
ICAO: ab3c51 (0)	Flight ID: N823DF	07/04/18 21:21:04	2.91	3.08	1530764464.4	37.394219	-122.166095	0.26	90.05	5629	214	-1475	27	21:21:18	5.765341e+04
ICAO: aba8f6 (1)	Flight ID: N850SP	07/04/18 22:30:04	4.84	4.84	1530768604.8	37.442105	-122.09399	0.00	90.00	500	59	-768	297	22:30:27	6.730784e+03
ICAO: ~2b0f1e (0)	Flight ID: Other	07/04/18 21:31:21	0.62	0.76	1530765081.5	37.382252	-122.112495	0.18	89.86	2518	73	0	124	21:31:25	3.578075e+07
ICAO: a95c4a (2)	Flight ID: N702DC	07/04/18 22:47:31	3.68	3.69	1530769651.9	37.426416	-122.136502	0.00	90.00	1000	110	-576	111	22:47:49	3.364380e+04
ICAO: abc51c (0)	Flight ID: AMX662	07/04/18 21:42:17	0.14	1.16	1530765737.5	37.375487	-122.1166	0.39	90.06	6301	249	-869	357	21:42:22	3.455042e+06
ICAO: a94b05 (0)	Flight ID: UAL214	07/04/18 21:47:23	4.99	5.04	1530766043.1	37.441499	-122.154236	0.00	90.00	3875	214	128	62	21:47:46	1.276857e+03
ICAO: 0d05e1 (0)	Flight ID: AIJ830	07/04/18 21:51:56	0.04	1.09	1530766316.3	37.375248	-122.11839	0.26	90.02	5937	263	-412	345	21:52:01	3.986117e+06
ICAO: ab04ec (1)	Flight ID: N809SR	07/04/18 22:22:24	3.65	3.66	1530768144.4	37.425485	-122.138533	-1.72	77.08	900	150	-668	93	22:22:41	2.623725e+04
ICAO: ~2b0ca4 (0)	Flight ID: Other	07/04/18 22:06:33	0.06	1.09	1530767193.8	37.375713	-122.118894	0.15	90.09	5945	1151	-1517	343	22:06:38	9.056201e+05
ICAO: a697db (0)	Flight ID: Other	07/04/18 22:28:29	4.18	4.30	1530768509.6	37.424415	-122.162714	-1.39	75.93	5675	181	-246	119	22:28:49	6.149552e+03
ICAO: a196f3 (0)	Flight ID: CPZ6085	07/04/18 22:29:44	0.16	1.10	1530768584.3	37.377071	-122.119963	-0.16	82.60	5950	287	-667	344	22:29:49	3.533304e+06
ICAO: ~2b0550 (0)	Flight ID: Other	07/04/18 22:29:32	4.75	4.75	1530768572.7	37.443455	-122.111962	0.00	90.00	300	121	-832	95	22:29:54	3.898686e+03
ICAO: ~2b0d71 (0)	Flight ID: Other	07/04/18 22:56:14	2.78	2.81	1530770174.4	37.400208	-122.158415	0.00	90.00	2200	89	-384	85	22:56:27	2.451221e+05
ICAO: 0c208c (0)	Flight ID: CMP382	07/04/18 23:06:16	0.18	1.09	1530770776.1	37.377443	-122.119784	-0.13	84.00	5900	288	-1600	344	23:06:21	3.567825e+06
ICAO: a95fc7 (0)	Flight ID: TAI560	07/04/18 23:32:16	1.12	1.63	1530772336.6	37.378143	-122.09907	-0.35	80.57	6475	253	-1219	5	23:32:24	1.092422e+06
